"BUS","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY M Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"OTM
Dept. Total
238","902","3.327","33.7","28.9","21.2","7.5","7.3","0.6","0.7","0.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","79","2.880","12.7","16.5","30.4","20.3","17.7","2.5",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","203","3.067","18.2","23.6","29.6","13.3","14.3","0.5","0.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","292","3.317","31.5","32.5","19.9","6.8","7.5",".","1.7",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","574","3.168","24.2","27.2","24.7","11.0","11.3","0.5","1.0",".","",".",".","",".","",".","",".",".",".","."
"Special","6","2.083",".",".","33.3","16.7","16.7","33.3",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","302","3.668","51.0","32.1","15.2","1.3",".",".",".","0.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","3","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","16","3.781","62.5","31.3","6.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","20","3.746","55.0","40.0","5.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","902","3.327","33.7","28.9","21.2","7.5","7.3","0.6","0.7","0.1","",".",".","",".","",".","",".",".",".","."
