"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","","",""
"","999
130","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Doctoral Ind. Study","Course Total","34","3.968","50.0","2.9",".",".",".","",".",".","23.5","",".",".","",".","17.6",".",".","5.9","."
"CURRIC
272","Dept. Total","1689","3.928","69.3","3.9","1.7","0.4","0.2","",".","0.2","6.0","",".","11.7","",".","0.9","0.5","0.3","4.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.869","81.8","9.1","9.1",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","31","3.942","90.3","6.5","3.2",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","249","3.907","79.1","6.4","2.0","0.4","0.4","",".","0.4",".","",".","10.8","",".",".","0.4",".",".","."
"Senior","","777","3.920","74.3","5.1","1.5","0.8","0.3","",".","0.1",".","",".","17.4","",".",".","0.3","0.3",".","."
"Undergraduates","","1068","3.916","75.9","5.5","1.8","0.7","0.3","",".","0.2",".","",".","15.2","",".",".","0.3","0.2",".","."
"Special","","77","4.000","94.8",".",".",".",".","",".",".",".","",".",".","",".",".",".",".","5.2","."
"Graduate","","544","3.945","52.8","1.3","1.8",".",".","",".","0.2","18.6","",".","6.6","",".","2.9","1.1","0.6","14.0","."
"","Dept. Total","1689","3.928","69.3","3.9","1.7","0.4","0.2","",".","0.2","6.0","",".","11.7","",".","0.9","0.5","0.3","4.7","."
