"MILITARY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"","102
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","","15","3.700","86.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Basic Leadership","Course Total","","30","3.850","93.3","3.3",".",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"Leadership Lab 1B","111
111","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
001","","23","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","202
002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Teamwork","Course Total","","36","3.972","97.2",".","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 2B","211
211","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Ethics","302
001","","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 3B","311
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Officership","402
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership Lab 4B","411
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MIL SCI
644","Dept. Total","","187","3.960","96.3","2.7","0.5",".",".",".","0.5",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","48","3.890","93.8","2.1","2.1",".",".",".","2.1",".",".",".",".",".",".",".",".","."
"Junior","","","42","3.984","97.6","2.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","74","3.973","95.9","4.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","179","3.958","96.1","2.8","0.6",".",".",".","0.6",".",".",".",".",".",".",".",".","."
"Special","","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","187","3.960","96.3","2.7","0.5",".",".",".","0.5",".",".",".",".",".",".",".",".","."
