"","990
019","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
104","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","10","",".",".",".",".",".","",".",".","90.0","",".",".","",".","10.0",".",".",".","."
"Independent Work","999
013","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"HIST SCI
456","Dept. Total","249","3.742","52.6","25.7","5.6","0.4","0.8","",".","0.4","11.2","",".",".","",".","0.4","2.4","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.556","35.0","50.0","10.0",".","5.0","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","52","3.759","59.6","30.8","7.7",".",".","",".",".","1.9","",".",".","",".",".",".",".",".","."
"Junior","","53","3.793","62.3","34.0","3.8",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","64","3.669","57.8","28.1","7.8","1.6","1.6","",".","1.6","1.6","",".",".","",".",".",".",".",".","."
"Undergraduates","","189","3.718","57.1","32.8","6.9","0.5","1.1","",".","0.5","1.1","",".",".","",".",".",".",".",".","."
"Special","","19","3.667","10.5",".","5.3",".",".","",".",".","84.2","",".",".","",".",".",".",".",".","."
"Graduate","","41","3.957","51.2","4.9",".",".",".","",".",".","24.4","",".",".","",".","2.4","14.6","2.4",".","."
"","Dept. Total","249","3.742","52.6","25.7","5.6","0.4","0.8","",".","0.4","11.2","",".",".","",".","0.4","2.4","0.4",".","."
