"MEDICAL PHYSICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","",""
"265
Intro-Medical Physics","001","","9","3.333","22.2","22.2","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"506
Monte Carlo Radiatn Transport","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"530
Medical Imaging Systems","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"559
Patient Safety&Error Reduction","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"566
Physics of Radiotherapy","001","","19","3.447","36.8","15.8","47.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"568
Magnetc Resonance Imag(MRI)","002","","17","3.618","41.2","41.2","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"569
Health Phys and Bio Effects","001","","25","3.853","68.0","32.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
Adv Brachytherapy Physics","001","","9","3.444","33.3","22.2","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"574
Imaging in Medicine: Apps","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"575
Diagnostic Ultrasound Imaging","001","","22","3.205","18.2","22.7","40.9","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"671
Topics-Medical Physics","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ind Reading or Research","Course Total","","23","4.000","95.7",".",".",".",".",".",".",".",".",".",".",".",".",".","4.3","."
"701
Ethics in Medical Physics","002","","25","3.920","88.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"777
X-ray Computed Tomography","001","","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"900","001","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900","002","","14","3.917","71.4","14.3",".",".",".",".",".","7.1",".",".",".",".","7.1",".",".","."
"Journal Club and Seminar","Course Total","","37","3.943","83.8","10.8",".",".",".",".",".","2.7",".",".",".",".","2.7",".",".","."
"990","020","","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"990","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","064","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","068","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","071","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","Page 361 of 423",""
