"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","39","2.679","12.8","7.7","30.8","10.3","33.3","5.1",".",".",".",".",".",".",".",".",".","."
"","100
002","38","2.974","21.1","7.9","36.8","13.2","21.1",".",".",".",".",".",".",".",".",".",".","."
"","100
003","38","2.816","10.5","21.1","31.6","10.5","21.1","2.6","2.6",".",".",".",".",".",".",".",".","."
"","100
004","41","3.134","24.4","17.1","39.0","4.9","12.2","2.4",".",".",".",".",".",".",".",".",".","."
"","100
005","39","3.128","30.8","2.6","33.3","28.2","5.1",".",".",".",".",".",".",".",".",".",".","."
"","100
006","39","2.974","17.9","12.8","35.9","7.7","23.1",".",".",".",".",".",".",".","2.6",".",".","."
"","100
007","39","3.038","25.6","12.8","20.5","25.6","15.4",".",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","273","2.965","20.5","11.7","32.6","14.3","18.7","1.5","0.4",".",".",".",".",".","0.4",".",".","."
"","211
001","30","3.067","20.0","13.3","43.3","13.3","6.7","3.3",".",".",".",".",".",".",".",".",".","."
"","211
002","34","3.147","23.5","17.6","35.3","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","211
003","30","3.000","10.0","23.3","46.7","3.3","13.3","3.3",".",".",".",".",".",".",".",".",".","."
"","211
004","31","2.984","16.1","12.9","35.5","22.6","12.9",".",".",".",".",".",".",".",".",".",".","."
"","211
005","28","2.821","10.7","14.3","39.3","14.3","17.9",".","3.6",".",".",".",".",".",".",".",".","."
"","211
006","29","3.155","17.2","20.7","48.3","3.4","10.3",".",".",".",".",".",".",".",".",".",".","."
"","211
007","29","3.034","27.6","13.8","34.5","6.9","6.9","10.3",".",".",".",".",".",".",".",".",".","."
"","008
211","30","2.833","20.0","6.7","40.0","6.7","20.0","3.3","3.3",".",".",".",".",".",".",".",".","."
"","211
009","29","3.017","17.2","10.3","41.4","20.7","10.3",".",".",".",".",".",".",".",".",".",".","."
"","211
010","30","3.283","36.7","13.3","26.7","16.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","211
011","30","3.000","20.0","16.7","26.7","23.3","10.0","3.3",".",".",".",".",".",".",".",".",".","."
"","211
012","28","2.607","7.1",".","42.9","21.4","21.4","7.1",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","358","3.000","19.0","13.7","38.3","13.7","12.3","2.5","0.6",".",".",".",".",".",".",".",".","."
"","300
001","171","3.279","29.8","35.1","17.5","8.8","2.9","3.5","1.8","0.6",".",".",".",".",".",".",".","."
"","300
002","35","3.386","34.3","28.6","17.1","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","206","3.298","30.6","34.0","17.5","10.7","2.4","2.9","1.5","0.5",".",".",".",".",".",".",".","."
"","301
001","29","3.293","41.4","10.3","31.0",".","17.2",".",".",".",".",".",".",".",".",".",".","."
"","301
002","39","3.308","30.8","30.8","17.9","10.3","10.3",".",".",".",".",".",".",".",".",".",".","."
"","301
003","38","3.250","28.9","10.5","50.0","2.6","7.9",".",".",".",".",".",".",".",".",".",".","."
"","301
004","39","3.192","15.4","35.9","28.2","12.8","7.7",".",".",".",".",".",".",".",".",".",".","."
"","301
005","38","3.263","23.7","31.6","31.6","5.3","5.3","2.6",".",".",".",".",".",".",".",".",".","."
"","301
006","32","3.188","21.9","21.9","31.3","21.9","3.1",".",".",".",".",".",".",".",".",".",".","."
"","301
007","32","3.258","21.9","31.3","28.1","12.5",".","3.1",".",".",".",".",".",".","3.1",".",".","."
"Financial Reporting I","Course Total","247","3.250","25.9","25.1","31.2","9.3","7.3","0.8",".",".",".",".",".",".","0.4",".",".","."
"","302
001","17","3.353","23.5","29.4","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","22","3.091","13.6","18.2","40.9","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"","302
003","19","3.211","15.8","21.1","57.9",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","58","3.207","17.2","22.4","46.6","12.1","1.7",".",".",".",".",".",".",".",".",".",".","."
"","310
001","18","3.500","44.4","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","310
002","24","3.271","33.3","33.3","16.7","4.2","4.2","8.3",".",".",".",".",".",".",".",".",".","."
"","310
003","17","3.000","11.8","41.2","17.6","5.9","17.6","5.9",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","59","3.263","30.5","32.2","18.6","6.8","6.8","5.1",".",".",".",".",".",".",".",".",".","."
"","329
001","42","3.155","26.2","19.0","28.6","16.7","7.1","2.4",".",".",".",".",".",".",".",".",".","."
"","329
002","43","3.163","18.6","37.2","16.3","18.6","7.0","2.3",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","Course Total","85","3.159","22.4","28.2","22.4","17.6","7.1","2.4",".",".",".",".",".",".",".",".",".","."
"","406
001","18","3.250","22.2","11.1","61.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","406
002","22","3.364","31.8","13.6","50.0","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","Page 51 of 423"
