"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","229","3.596","55.0","21.0","14.4","3.1","0.9","",".","",".","4.8","",".",".","",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","13","3.700","92.3",".",".","7.7",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","22","3.341","31.8","27.3","31.8","9.1",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","148","3.608","54.7","25.7","15.5","2.7","1.4","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","185","3.570","55.1","23.8","16.2","3.8","1.1","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","44","3.767","54.5","9.1","6.8",".",".","",".","",".","25.0","",".",".","",".","",".","4.5",".",".","."
"","Dept. Total","229","3.596","55.0","21.0","14.4","3.1","0.9","",".","",".","4.8","",".",".","",".","",".","0.9",".",".","."
