"","991
078","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
080","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
081","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research Nutrition","Course Total","32","",".",".",".",".",".",".",".","90.6","",".",".","",".","9.4",".",".",".","."
"NUTR SCI
694","Dept. Total","1429","3.214","36.3","16.8","20.6","7.3","10.3","1.3","0.6","4.3","",".","1.5","",".","0.2","0.3","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","101","2.730","5.9","19.8","23.8","19.8","27.7","1.0","1.0",".","",".",".","",".",".",".","1.0",".","."
"Sophomore","","293","2.961","13.7","20.1","33.1","13.0","16.0","1.7","0.3",".","",".","1.4","",".",".","0.3","0.3",".","."
"Junior","","308","3.162","35.1","15.9","22.4","7.5","12.3","2.6","1.3",".","",".","2.6","",".",".",".","0.3",".","."
"Senior","","469","3.393","48.6","17.7","18.3","4.1","6.6","1.1","0.6","0.2","",".","1.9","",".",".","0.4","0.4",".","."
"Undergraduates","","1171","3.153","32.6","18.0","23.6","8.5","12.3","1.6","0.8","0.1","",".","1.8","",".",".","0.3","0.4",".","."
"Special","","9","3.375","33.3","11.1","33.3","11.1",".",".",".","11.1","",".",".","",".",".",".",".",".","."
"Graduate","","249","3.747","53.8","11.2","6.0","1.6","1.2",".",".","24.1","",".",".","",".","1.2","0.8",".",".","."
"","Dept. Total","1429","3.214","36.3","16.8","20.6","7.3","10.3","1.3","0.6","4.3","",".","1.5","",".","0.2","0.3","0.3",".","."
