"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"","999
058","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
061","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
069","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","11","3.760","36.4",".","9.1",".",".",".",".",".",".",".","",".","54.5",".",".",".","."
"CIV ENGR
240","Dept. Total","1277","3.528","49.6","16.4","18.6","5.0","2.5","0.4","0.1","5.6","0.1",".","",".","1.4","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","18","3.321","27.8","11.1","61.1",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","190","3.457","46.8","17.4","24.2","7.4","3.7","0.5",".",".",".",".","",".",".",".",".",".","."
"Senior","","733","3.508","51.4","17.5","21.1","6.1","3.1","0.5","0.1",".",".",".","",".",".",".",".",".","."
"Undergraduates","","941","3.494","50.1","17.3","22.5","6.3","3.2","0.5","0.1",".",".",".","",".",".",".",".",".","."
"Special","","13","3.484","38.5","15.4","15.4",".","7.7",".",".","15.4",".",".","",".",".","7.7",".",".","."
"Graduate","","323","3.708","48.6","13.6","7.1","1.5","0.3",".",".","21.7","0.3",".","",".","5.6","0.9",".","0.3","."
"","Dept. Total","1277","3.528","49.6","16.4","18.6","5.0","2.5","0.4","0.1","5.6","0.1",".","",".","1.4","0.3",".","0.1","."
