"","990
095","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
096","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
098","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","44","",".",".",".",".",".",".",".","40.9","",".",".","",".","59.1",".",".",".","."
"MICROBIO
192","Dept. Total","1317","3.267","43.1","12.1","24.3","5.7","8.4","1.7","0.6","1.7","",".",".","",".","2.1","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.022","11.8","17.6","23.5","41.2",".",".",".",".","",".",".","",".",".",".",".","5.9","."
"Sophomore","","121","2.985","25.6","13.2","33.1","5.0","18.2","5.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","309","3.125","33.3","12.3","32.7","7.4","11.0","1.6","1.3",".","",".",".","",".",".","0.3",".",".","."
"Senior","","646","3.275","44.3","14.4","24.6","5.7","8.4","1.9","0.6",".","",".",".","",".",".",".",".","0.2","."
"Undergraduates","","1093","3.192","38.6","13.7","27.8","6.7","10.1","2.1","0.7",".","",".",".","",".",".","0.1",".","0.2","."
"Special","","16","3.556","56.3","6.3","25.0","6.3",".",".",".","6.3","",".",".","",".",".",".",".",".","."
"Graduate","","208","3.839","65.9","4.3","5.8","0.5",".",".",".","10.1","",".",".","",".","13.0",".",".","0.5","."
"","Dept. Total","1317","3.267","43.1","12.1","24.3","5.7","8.4","1.7","0.6","1.7","",".",".","",".","2.1","0.1",".","0.2","."
