"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDUC Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","",""
"Disability and Society","100
001","49","3.776","83.7","2.0","6.1","6.1",".","2.0",".",".",".",".",".",".",".",".",".","."
"Health & Rhabilitatn Prfessns","125
001","36","3.972","97.2",".","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","40","3.663","62.5","17.5","12.5","5.0","2.5",".",".",".",".",".",".",".",".",".",".","."
"","300
002","49","3.896","91.8","4.1",".",".",".",".","2.0",".",".",".",".",".","2.0",".",".","."
"","300
003","61","3.825","73.8","16.4","6.6","1.6",".",".",".",".",".",".",".",".","1.6",".",".","."
"Individls with Disabilities","Course Total","150","3.804","76.7","12.7","6.0","2.0","0.7",".","0.7",".",".",".",".",".","1.3",".",".","."
"Positive Psych and Well Being","310
001","29","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Prmtion Disab & Illness","001
316","69","3.906","92.8","4.3","1.4",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"AAC and Assistive Tech","401
001","68","3.993","98.5","1.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tching Functional Skills","402
001","39","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science & Soc Studies","404
001","14","3.714","92.9",".",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"Stdt Teaching Sem - Dual Major","457
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","465
001","27","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","465
002","35","4.000","94.3",".",".",".",".",".",".",".",".",".",".",".","5.7",".",".","."
"Reading Inst for Stdt with Dis","Course Total","62","3.975","91.9","4.8",".",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"Elem Stdt Teaching Seminar","467
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Secondary Student Teaching Smr","468
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods in Transtn & Voc Educ","472
001","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","473
001","29","3.966","93.1","6.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","473
002","34","4.000","97.1",".",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"Mgmt: Stdts/Lrn&Bhv Disability","Course Total","63","3.984","95.2","3.2",".",".",".",".",".",".",".",".",".",".","1.6",".",".","."
"SE Practicum: MC - EA","475
001","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sp Ed Student Teaching: MC-EA","477
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sp Ed Student Teaching: EA-A","478
001","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","501
001","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","501
002","17","3.906","76.5","17.6",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Rehab-Cnslg Psych: Applcatn","Course Total","29","3.911","82.8","10.3","3.4",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"Strategy-Inclusive Schoolng","506
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","630
020","29","3.967","93.1","6.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
191","8","3.500","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","630
192","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
194","9","3.571","88.9",".",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","630
195","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","630
196","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrshp-Rehab or Spec Educ","Course Total","67","3.854","92.5","3.0","1.5",".",".",".","3.0",".",".",".",".",".",".",".",".","."
"","660
054","28","3.833","75.0","17.9",".",".","3.6",".",".",".",".",".",".",".","3.6",".",".","."
"","660
058","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","061
660","12","3.417","58.3","16.7","16.7",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","660
066","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","660
073","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","660
077","20","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","95","3.814","78.9","13.7","4.2",".","1.1",".","1.1",".",".",".",".",".","1.1",".",".","."
