"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROSCIENCE","Section","#","","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"681
NEURODPT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEURODPT
681","Dept. Total","","73","3.855","78.1","1.4","2.7","",".","2.7","",".","",".","15.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"681
NEURODPT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","6","4.000","100.0",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","16","3.943","93.8",".","6.3","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","33","3.978","97.0","3.0",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","55","3.971","96.4","1.8","1.8","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","18","3.200","22.2",".","5.6","",".","11.1","",".","",".","61.1","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","73","3.855","78.1","1.4","2.7","",".","2.7","",".","",".","15.1","",".",".","",".","",".","",".",".",".","."
