"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"682","090","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"692
Senior Thesis","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","082","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","120","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","133","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","147","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","42","3.976","92.9","2.4","2.4",".",".",".",".",".",".",".",".",".","2.4",".",".","."
"701
Construction of Compilers","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"704
Princ of Programming Langs","001","","14","3.808","64.3","21.4","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"710
Computational Complexity","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Methods of Computatnl Math II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728
Integer Optimization","001","","9","3.438","22.2","44.4","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","11.1"
"730
Nonlinear Optimization II","001","","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","","14","3.808","57.1","35.7",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"744
Big Data Systems","001","","58","3.930","87.9","6.9","3.4",".",".",".",".",".",".",".",".",".","1.7",".",".","."
"752
Adv Computer Architecture I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"759
HPC for Apps in Engr","001","","33","3.970","93.9","6.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Machine Learning","001","","97","3.629","47.4","24.7","18.6",".",".","1.0",".","7.2","1.0",".",".",".",".",".",".","."
"766
Computer Vision","001","","65","3.738","58.5","32.3","7.7","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"776
Advanced Bioinformatics","001","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"784
Foundations of Data Management","001","","22","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"787
Advanced Algorithms","001","","37","3.892","81.1","16.2","2.7",".",".",".",".",".",".",".",".",".",".",".",".","."
