"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"Advanced Research-Sculpture","Course Total","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Ceramics","924
032","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Research-Art Metal","944
031","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","996
050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","2","***","","","","","","","","","","","","","","","",""
"","999
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
002","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
009","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
011","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
012","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
014","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
015","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
017","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
018","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
020","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
024","14","3.942","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
042","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
050","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
055","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
061","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
068","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
077","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
078","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
080","10","3.972","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
089","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
097","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","186","3.994","98.4","1.1","0.5",".",".",".",".",".",".",".",".",".",".",".",".","."
