"","990
037","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis Research","Course Total","14","",".",".",".",".",".",".",".","92.9","",".",".","",".","7.1",".",".",".","."
"Independent Research","999
030","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"E ASIAN
295","Dept. Total","666","3.776","68.9","18.0","6.6","0.8","0.9","0.2","0.6","2.9","",".",".","",".","0.2","0.6","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.858","73.2","22.0","4.9",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","133","3.792","76.7","13.5","7.5",".","1.5",".","0.8",".","",".",".","",".",".",".",".",".","."
"Junior","","180","3.776","70.6","18.3","7.8","1.7",".","0.6","0.6","0.6","",".",".","",".",".",".",".",".","."
"Senior","","240","3.718","64.2","22.5","7.1","0.8","1.7",".","0.8","0.8","",".",".","",".",".","1.3","0.4","0.4","."
"Undergraduates","","594","3.765","69.5","19.2","7.2","0.8","1.0","0.2","0.7","0.5","",".",".","",".",".","0.5","0.2","0.2","."
"Special","","11","3.833","45.5","9.1","9.1",".",".",".",".","27.3","",".",".","",".",".",".",".","9.1","."
"Graduate","","61","3.942","67.2","8.2",".",".",".",".",".","21.3","",".",".","",".","1.6","1.6",".",".","."
"","Dept. Total","666","3.776","68.9","18.0","6.6","0.8","0.9","0.2","0.6","2.9","",".",".","",".","0.2","0.6","0.2","0.3","."
