"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","13674","3.468","45.4","20.5","15.9","5.9","3.4","0.9","0.3","5.3","0.0","0.3",".","1.4","0.4","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","122","3.301","54.1","13.1","13.1","10.7","4.1","3.3","1.6",".",".",".",".",".",".",".",".","."
"Sophomore","","1189","3.398","55.3","16.9","12.2","8.7","3.4","2.1","0.8",".",".",".",".",".","0.3","0.3",".","."
"Junior","","2736","3.347","43.7","21.9","19.5","8.0","4.8","1.4","0.5",".",".",".",".",".","0.0","0.0",".","0.1"
"Senior","","6887","3.460","46.3","23.8","18.5","6.2","3.9","0.7","0.2","0.1",".",".",".",".","0.3","0.1","0.0","."
"Undergraduates","","10934","3.425","46.7","22.4","18.0","7.0","4.1","1.0","0.4","0.1",".",".",".",".","0.2","0.1","0.0","0.0"
"Special","","227","3.387","51.1","17.2","12.3","4.0","6.6","3.5","1.8","0.9",".",".","0.4",".","0.9","0.9","0.4","."
"Graduate","","2851","3.737","42.5","10.9","6.2","1.2","0.4","0.1","0.1","27.3","0.2","2.9",".","6.8","1.1",".","0.2","0.1"
"Prof Yr 2","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".","100.0",".",".",".","."
"Professionals","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".",".","."
"","College Total","14018","3.468","46.0","20.0","15.5","5.8","3.4","0.9","0.3","5.6","0.0","0.6","0.0","1.4","0.4","0.1","0.1","0.0"
