"Interdis in Arts & Humanities","Course Total","17","3.906","82.4","5.9","5.9",".",".",".",".","5.9","",".",".","",".","",".",".",".",".","."
"Interdis Studies-Soc Sciences","372
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Capstone Integration Seminar","400
001","13","3.346","30.8","53.8","7.7",".",".",".","7.7",".",".","",".",".","",".","",".",".",".","."
"ILS
500","Dept. Total","406","3.718","57.4","19.7","7.1","0.7","1.5","0.5","0.5","0.5","",".","11.6","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.537","39.2","15.7","7.8","2.0",".","2.0","2.0",".","",".","31.4","",".","",".",".",".",".","."
"Sophomore","","148","3.721","52.7","16.2","6.8","1.4","2.7",".",".",".","",".","19.6","",".","",".","0.7",".",".","."
"Junior","","119","3.762","69.7","18.5","7.6",".",".","0.8","0.8",".","",".","1.7","",".","",".","0.8",".",".","."
"Senior","","87","3.728","59.8","29.9","6.9",".","2.3",".",".","1.1","",".",".","",".","",".",".",".",".","."
"Undergraduates","","405","3.718","57.5","19.8","7.2","0.7","1.5","0.5","0.5","0.2","",".","11.6","",".","",".","0.5",".",".","."
"Special","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","406","3.718","57.4","19.7","7.1","0.7","1.5","0.5","0.5","0.5","",".","11.6","",".","",".","0.5",".",".","."
