"","990
029","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
035","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","22","",".",".",".",".",".",".",".","40.9","",".",".","",".","54.5",".",".","4.5","."
"ART HIST
180","Dept. Total","752","3.610","36.8","16.6","8.4","2.8","0.8","0.9","0.1","27.4","",".",".","",".","1.6","1.7","2.4","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.307","30.6","36.1","11.1","13.9","5.6","2.8",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","83","3.508","45.8","25.3","18.1","4.8","2.4","2.4",".",".","",".",".","",".",".","1.2",".",".","."
"Junior","","132","3.556","44.7","33.3","12.9","5.3","1.5","1.5",".",".","",".",".","",".",".","0.8",".",".","."
"Senior","","166","3.632","54.8","21.7","14.5","2.4",".","1.2","0.6","3.6","",".",".","",".",".","0.6","0.6",".","."
"Undergraduates","","417","3.553","47.7","27.3","14.4","4.8","1.4","1.7","0.2","1.4","",".",".","",".",".","0.7","0.2",".","."
"Special","","214","3.929","2.8","0.5",".",".",".",".",".","87.9","",".",".","",".",".",".","7.9","0.9","."
"Graduate","","121","3.883","59.5","8.3","2.5","0.8",".",".",".","9.9","",".",".","",".","9.9","8.3",".","0.8","."
"","Dept. Total","752","3.610","36.8","16.6","8.4","2.8","0.8","0.9","0.1","27.4","",".",".","",".","1.6","1.7","2.4","0.4","."
