"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","",""
"Religion in Global Perspective","101","001","113","3.752","73.5","8.8","5.3","1.8","0.9","1.8","0.9","7.1",".",".",".",".",".",".",".","."
"West Intel&Rel Hist since 1500","209","001","8","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","234","001","7","3.357","14.3","42.9","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","234","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Genres-Westrn Relig Writing","","Course Total","11","3.545","36.4","36.4","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asia Enchanted","236","001","15","3.667","60.0","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Dante's Divine Comedy","253","001","22","3.114","31.8","22.7","18.2","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"Introduction to Buddhism","308","001","13","3.833","69.2","15.4","7.7",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Crusades: Christianity & Islam","309","001","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Classical Rabbinic Lit in Tran","328","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prophets of the Bible","332","001","8","3.313","37.5","25.0","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"Hinduism","355","001","27","3.759","77.8","11.1",".","7.4","3.7",".",".",".",".",".",".",".",".",".",".","."
"","400","001","18","3.912","77.8","16.7",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","400","002","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Relig St-Humanities","","Course Total","29","3.893","79.3","13.8","3.4",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"Children & Religion","410","001","17","3.765","52.9","47.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Tibetan Buddhism","421","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Indian Traditions Modern Age","430","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"The History of Yoga","460","001","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Religion-Critical Perspective","600","001","11","3.800","54.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"Senior Capstone Res & Colloq","601","001","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","060","2","***","","","","","","","","","",".",".",".",".",".",".","."
