"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","120
001","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
002","24","3.854","91.7",".",".","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","120
003","24","3.833","87.5",".","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","004
120","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
006","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
007","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
120","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
120","23","3.935","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
010","22","3.864","86.4","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","120
011","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","120
012","23","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pers & Prof Foundation in Bus","Course Total","232","3.907","89.2","5.6","3.4","0.9","0.9",".",".",".",".",".",".",".",".",".",".","."
"","300
001","19","3.632","36.8","57.9",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","19","3.579","36.8","52.6",".","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
004","20","3.675","50.0","40.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","300
005","18","3.639","44.4","44.4","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","300
006","22","3.705","45.5","50.0","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
007","17","3.647","35.3","58.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
008","18","3.639","44.4","44.4","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","300
009","19","3.605","21.1","78.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
010","17","3.618","29.4","64.7","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
011","17","3.618","41.2","41.2","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
012","18","3.556","33.3","50.0","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","300
013","19","3.553","36.8","47.4","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","300
014","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
015","18","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
016","19","3.658","36.8","57.9","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","017
300","19","3.500","47.4","36.8","10.5",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","300
018","20","3.650","50.0","40.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","300
019","18","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
020","20","3.700","45.0","50.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
021","20","3.553","30.0","55.0","5.0",".","5.0",".",".",".",".",".",".",".","5.0",".",".","."
"","300
022","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Communication","Course Total","416","3.655","43.0","49.3","4.8","1.7","0.7",".","0.2",".",".",".",".",".","0.2",".",".","."
"Business Law","301
001","408","3.001","6.4","27.9","33.8","25.2","5.6","1.0",".",".",".",".",".",".",".",".",".","."
"","302
001","27","3.537","51.9","18.5","14.8","14.8",".",".",".",".",".",".",".",".",".",".",".","."
"","302
002","18","3.306","44.4","11.1","16.7","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"Bus Orgs&Negotiable Instrumnts","Course Total","45","3.444","48.9","15.6","15.6","15.6","4.4",".",".",".",".",".",".",".",".",".",".","."
"","306
001","103","2.913","9.7","15.5","38.8","19.4","16.5",".",".",".",".",".",".",".",".",".",".","."
"","306
002","117","3.064","19.7","17.9","41.0","6.8","11.1","2.6","0.9",".",".",".",".",".",".",".",".","."
"","306
003","113","3.156","20.4","23.9","33.6","10.6","9.7","0.9",".","0.9",".",".",".",".",".",".",".","."
"Business Analytics I","Course Total","333","3.048","16.8","19.2","37.8","12.0","12.3","1.2","0.3","0.3",".",".",".",".",".",".",".","."
"","307
001","98","2.888","19.4","18.4","18.4","16.3","23.5","4.1",".",".",".",".",".",".",".",".",".","."
"","307
002","108","3.093","23.1","24.1","19.4","20.4","10.2","2.8",".",".",".",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","Page 48 of 423"
