"TERM : 1194","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2018-2019","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"ELPA
Dept. Total
305","612","3.936","80.9","2.3","1.3","0.2","0.3","",".","0.5","10.9","",".",".","",".","1.1","2.3",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","7","2.667","85.7",".",".",".",".","",".","14.3",".","",".",".","",".",".",".",".",".","."
"Junior","10","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","25","3.673","80.0","8.0","4.0",".",".","",".","4.0","4.0","",".",".","",".",".",".",".",".","."
"Undergraduates","42","3.634","85.7","4.8","2.4",".",".","",".","4.8","2.4","",".",".","",".",".",".",".",".","."
"Special","14","4.000","85.7",".",".",".",".","",".",".","14.3","",".",".","",".",".",".",".",".","."
"Graduate","552","3.953","79.7","2.2","1.1","0.2","0.4","",".","0.2","11.6","",".","0.7","",".","1.3","2.5",".","0.2","."
"Prof Yr 3","7","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","8","3.913","87.5",".","12.5",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","616","3.936","80.4","2.3","1.3","0.2","0.3","",".","0.5","10.9","",".","0.6","",".","1.1","2.3",".","0.2","."
