"","990
139","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
140","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
141","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","43","",".",".",".",".",".",".","",".","76.7","",".",".","",".","16.3","",".",".","7.0","."
"PATH
704","Dept. Total","509","3.446","35.2","22.8","13.0","8.6","2.8","0.8","",".","7.1","",".","7.9","",".","1.4","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","77","3.279","26.0","35.1","18.2","13.0","6.5","1.3","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","188","3.397","37.8","28.2","17.6","12.2","2.7","1.6","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","268","3.368","35.1","29.9","17.5","12.3","3.7","1.5","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","146","3.913","43.2","2.1","0.7",".",".",".","",".","20.5","",".","26.7","",".","4.8","",".",".","2.1","."
"Prof Yr 1","","118","3.513","45.8","27.1","14.4","9.3","3.4",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 4","","8","4.000","75.0",".",".",".",".",".","",".","12.5","",".","12.5","",".",".","",".",".",".","."
"Professionals","","131","3.531","45.8","24.4","13.0","8.4","3.1",".","",".","4.6","",".","0.8","",".",".","",".",".",".","."
"","Dept. Total","547","3.446","39.7","21.2","12.1","8.0","2.6","0.7","",".","6.6","",".","7.3","",".","1.3","",".",".","0.5","."
