"","990
143","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
144","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
145","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","69","",".",".",".",".",".",".",".","84.1","",".",".","",".","15.9","",".",".",".","."
"GENETICS
412","Dept. Total","1016","3.245","39.6","12.6","22.2","5.4","9.3","3.4","0.6","5.8","",".",".","",".","1.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","2.978","26.1","21.7","26.1",".","13.0","13.0",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","125","3.151","36.8","15.2","22.4","9.6","9.6","4.8","1.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","231","2.982","27.7","12.1","30.7","7.8","15.2","6.1","0.4",".","",".",".","",".",".","",".",".",".","."
"Senior","","464","3.338","47.6","11.4","24.1","5.0","8.8","2.4","0.4","0.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","","843","3.201","40.0","12.5","25.7","6.3","10.8","4.0","0.6","0.1","",".",".","",".",".","",".",".",".","."
"Special","","39","3.514","61.5","17.9","5.1","2.6","7.7","2.6","2.6",".","",".",".","",".",".","",".",".",".","."
"Graduate","","123","3.727","31.7","13.0","5.7","0.8",".",".",".","39.8","",".",".","",".","8.9","",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 3","","8","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","11","4.000","18.2",".",".",".",".",".",".","81.8","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1016","3.245","39.6","12.6","22.2","5.4","9.3","3.4","0.6","5.8","",".",".","",".","1.1","",".",".",".","."
