"Sci, Technol & Med in Society","901
001","","6","3.917","83.3","16.7",".",".","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Current Topics-Sci & Tech St","902
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study-STS","999
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"STS
875","Dept. Total","","52","3.875","76.9","11.5","1.9","",".","1.9","",".","",".","",".","",".","7.7","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","6","3.917","83.3","16.7",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","32","3.859","84.4","9.4","3.1","",".","3.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","40","3.875","85.0","10.0","2.5","",".","2.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","11","3.929","54.5","9.1",".","",".",".","",".","",".","",".","",".","36.4","",".","",".","",".",".",".","."
"","Dept. Total","","52","3.875","76.9","11.5","1.9","",".","1.9","",".","",".","",".","",".","7.7","",".","",".","",".",".",".","."
