"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"","E ASIAN LANGUAGES & LITERATSection","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","","",""
"Second Semester Chinese","102","001","","47","3.811","72.3","10.6","12.8",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","104","001","","32","3.677","65.6","12.5","12.5",".","6.3",".",".","3.1",".",".",".",".",".",".",".","."
"","104","002","","46","3.783","82.6","4.3","10.9",".",".",".","2.2",".",".",".",".",".",".",".",".","."
"Second Semester Japanese","","Course Total","","78","3.740","75.6","7.7","11.5",".","2.6",".","1.3","1.3",".",".",".",".",".",".",".","."
"Elementary Korean","106","001","","37","3.708","64.9","13.5","13.5","5.4",".",".",".","2.7",".",".",".",".",".",".",".","."
"","121","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","121","002","","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","121","003","","16","3.781","56.3","43.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Chinese","","Course Total","","41","3.854","70.7","29.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","123","001","","24","3.771","83.3","12.5",".",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","123","002","","24","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","123","003","","27","3.889","85.2","7.4","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Japanese","","Course Total","","75","3.853","82.7","13.3","2.7",".",".",".","1.3",".",".",".",".",".",".",".",".","."
"Fourth Semester Chinese","202","001","","39","3.868","71.8","25.6",".",".",".",".",".",".",".",".",".",".",".",".","2.6","."
"Fourth Semester Japanese","204","001","","21","3.762","57.1","38.1","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Sixth Semester Chinese","302","001","","25","3.780","72.0","16.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Sixth Semester Japanese","304","001","","15","3.500","26.7","53.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Buddhism","308","001","","21","3.900","81.0","9.5","4.8",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"Second Semester Chinese","312","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","320","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Japanese","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"1st Yr Classical Chinese","322","001","","14","3.577","35.7","35.7","21.4",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"Elementary Korean","326","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester Japanese","328","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Classic Chinese-Non-Majors","342","001","","17","3.794","76.5","17.6",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Korean","346","001","","17","3.591","58.8","35.3",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Sixth Semester Korean","348","001","","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Survey-Chinese Literature","352","001","","40","3.688","62.5","27.5","5.0",".","2.5","2.5",".",".",".",".",".",".",".",".",".","."
"Topic: Japanese Prof Comm","368","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Bus Japanese Communication","377","001","","17","3.706","82.4","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Business Chinese","379","001","","19","3.579","47.4","31.6","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Eighth Semester Japanese","404","001","","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eighth Semester Korean","406","001","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Chinese Linguistics","431","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-E Asian Visual Cultures","433","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pop Culture & Film-20 C China","520","001","","18","3.813","61.1","22.2","5.6",".",".",".",".","5.6",".",".",".",".",".",".","5.6","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","","Page 212 of 423",""
