"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"","999
050","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
060","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","16","4.000","93.8",".",".",".",".",".",".","6.3","",".",".","",".",".",".",".",".","."
"CS&D
252","Dept. Total","1241","3.714","69.4","15.1","7.2","2.2","1.8","0.7","0.5","1.5","",".",".","",".","0.1","1.3",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"252
CS&D","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","56","3.670","55.4","35.7","5.4","1.8",".",".","1.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","","165","3.529","50.9","27.3","10.9","4.2","4.8","1.2","0.6",".","",".",".","",".",".",".",".",".","."
"Junior","","198","3.549","56.1","20.7","13.6","4.0","2.0","2.0","1.0",".","",".",".","",".",".",".",".","0.5","."
"Senior","","338","3.646","63.3","17.8","10.9","3.0","2.7","0.9","0.6","0.3","",".",".","",".","0.3",".",".",".","0.3"
"Undergraduates","","757","3.597","58.1","21.9","11.2","3.4","2.8","1.2","0.8","0.1","",".",".","",".","0.1",".",".","0.1","0.1"
"Special","","34","3.861","79.4","11.8","2.9","2.9",".",".",".","2.9","",".",".","",".",".",".",".",".","."
"Graduate","","245","3.976","89.0","2.9","0.4",".","0.4",".",".","6.9","",".",".","",".",".","0.4",".",".","."
"Prof Yr 1","","48","3.943","89.6","10.4",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","75","3.936","86.7","6.7","1.3",".",".",".",".",".","",".",".","",".",".","4.0",".","1.3","."
"Prof Yr 3","","82","3.974","82.9","1.2","1.2",".",".",".",".",".","",".",".","",".",".","14.6",".",".","."
"Professionals","","205","3.954","85.9","5.4","1.0",".",".",".",".",".","",".",".","",".",".","7.3",".","0.5","."
"","Dept. Total","1241","3.714","69.4","15.1","7.2","2.2","1.8","0.7","0.5","1.5","",".",".","",".","0.1","1.3",".","0.2","0.1"
