"TERM : 1194","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2018-2019","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"","BIOLOGICAL SYSTEMS ENGINEESection","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"112","BSE","","","","","","","","","","","","","","","","","","",""
"112","BSE","591
Dept. Total","3.118","23.5","15.4","24.4","8.3","7.1","2.2","0.3","0.7","",".","12.9","0.3","3.9","0.5","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"112","BSE","","","","","","","","","","","","","","","","","","",""
"","Freshmen","1","***","","","","","","","","","","",".",".",".",".",".",".","."
