"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","5255","3.697","50.1","16.6","7.8","1.8","0.8","0.2","0.0","9.8","0.0","8.1","",".","1.7","1.0","0.3","1.5","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.337","31.3","43.8","6.3","12.5","6.3",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","157","3.566","50.3","26.8","16.6","3.8","1.9",".",".",".",".",".","",".",".",".",".","0.6","."
"Junior","","587","3.609","54.7","24.0","14.0","3.9","1.2","0.5",".",".",".","0.3","",".",".","0.5","0.3","0.5","."
"Senior","","1054","3.664","65.3","16.8","10.0","3.9","1.8","0.9","0.2","0.4",".",".","",".",".","0.4",".","0.5","."
"Undergraduates","","1814","3.635","60.3","20.2","11.8","4.0","1.7","0.7","0.1","0.2",".","0.1","",".",".","0.4","0.1","0.5","."
"Special","","112","3.665","25.9","16.1","5.4","0.9",".",".",".","8.9",".",".","",".",".","0.9","1.8","40.2","."
"Graduate","","1321","3.711","43.0","9.5","6.4","0.9","0.7",".",".","27.3","0.2","3.0","",".","6.5","0.8","0.1","1.8","."
"Prof Yr 1","","987","3.672","43.3","24.3","6.8","1.1","0.4",".",".","0.9",".","23.0","",".",".","0.1",".","0.1","."
"Prof Yr 2","","400","3.790","44.5","18.0","4.3",".","0.3",".",".","3.0",".","23.8","",".","0.8","5.3",".",".","."
"Prof Yr 3","","160","4.000","24.4",".",".",".",".",".",".","45.0",".","26.3","",".",".",".","4.4",".","."
"Prof Yr 4","","499","3.871","67.1","10.2","4.6","0.2",".",".",".","9.6",".","4.2","",".",".","2.8","1.0","0.2","."
"Professionals","","2046","3.761","47.8","17.7","5.2","0.6","0.2",".",".","6.9",".","18.8","",".","0.1","1.8","0.6","0.1","."
"","College Total","5293","3.697","50.4","16.5","7.8","1.8","0.8","0.2","0.0","9.7","0.0","8.0","",".","1.7","1.0","0.3","1.5","."
