"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro East Asian Civilizations","255
001","","25","3.026","32.0","20.0","16.0","8.0","12.0","12.0","",".",".","",".","",".",".","",".","","",".",".",".","."
"Social Studies Topics in EAS","301
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","27","3.054","29.6","25.9","14.8","7.4","11.1","11.1","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","8","2.484","12.5",".","25.0","12.5","37.5","12.5","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","2.935","25.0","37.5","12.5",".",".","25.0","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.554","40.0","40.0","10.0","10.0",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","27","3.054","29.6","25.9","14.8","7.4","11.1","11.1","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","27","3.054","29.6","25.9","14.8","7.4","11.1","11.1","",".","",".","",".",".","",".","",".","",".",".",".","."
