"","999
089","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
090","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
093","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Reading and Research","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"C&E SOC
864","Dept. Total","242","3.477","47.1","23.6","11.2","5.0","3.7","",".","1.7","3.3","",".",".","",".","",".","3.3",".","0.8","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.526","50.0","33.3",".",".","16.7","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","41","3.511","36.6","39.0","17.1","7.3",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","55","3.273","40.0","21.8","18.2","7.3","7.3","",".","3.6",".","",".",".","",".","",".","1.8",".",".","."
"Senior","","111","3.534","52.3","22.5","8.1","4.5","2.7","",".","1.8",".","",".",".","",".","",".","6.3",".","0.9","0.9"
"Undergraduates","","213","3.455","46.0","25.8","12.2","5.6","3.8","",".","1.9",".","",".",".","",".","",".","3.8",".","0.5","0.5"
"Special","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","26","3.850","61.5",".",".",".","3.8","",".",".","30.8","",".",".","",".","",".",".",".","3.8","."
"Prof Yr 3","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","242","3.477","47.1","23.6","11.2","5.0","3.7","",".","1.7","3.3","",".",".","",".","",".","3.3",".","0.8","0.4"
