"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","13042","3.699","69.7","11.0","6.0","2.3","2.4","0.8","0.5","3.2","0.0","2.1","",".","0.4","0.6","0.1","0.7","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","681","3.665","68.1","16.0","6.9","3.2","3.4","1.6","0.3",".",".",".","",".",".","0.1",".",".","0.3"
"Sophomore","","1889","3.635","70.9","13.4","7.3","2.7","2.9","1.1","1.1",".",".",".","",".",".","0.4","0.1",".","."
"Junior","","2431","3.626","68.5","13.9","8.2","3.2","3.0","1.0","0.5","0.0",".","1.1","",".",".","0.4","0.1","0.0","."
"Senior","","4938","3.662","69.7","11.8","7.0","2.9","3.1","1.0","0.5","0.4","0.0","2.8","",".",".","0.6","0.1","0.0","."
"Undergraduates","","9939","3.648","69.5","12.9","7.4","3.0","3.1","1.0","0.6","0.2","0.0","1.7","",".",".","0.5","0.1","0.0","0.0"
"Special","","312","3.720","54.8","6.1","2.6","1.9","1.0","0.6","1.3","29.2",".",".","",".",".",".",".","2.2","0.3"
"Graduate","","2773","3.926","71.5","4.7","1.4","0.2","0.2","0.0","0.2","11.0","0.1","4.0","",".","2.1","1.3","0.2","2.8","."
"Prof Yr 1","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","8","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","13","3.821","61.5","15.4","7.7",".",".",".",".","7.7",".","7.7","",".",".",".",".",".","."
"Professionals","","26","3.915","80.8","7.7","3.8",".",".",".",".","3.8",".","3.8","",".",".",".",".",".","."
"","College Total","13050","3.699","69.6","11.0","6.0","2.3","2.4","0.8","0.5","3.2","0.0","2.1","",".","0.4","0.6","0.1","0.7","0.0"
