"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"19&20th C Russn Lit Tran II","202","001","","16","3.469","31.3","37.5","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"19&20 C Russian Lit Tran II","204","001","","25","3.480","68.0","16.0","4.0",".","4.0",".","8.0",".",".",".",".",".",".",".",".","."
"Slavic Science Fiction","207","001","","48","3.685","58.3","18.8","14.6","4.2",".",".",".","4.2",".",".",".",".",".",".",".","."
"","209","001","","29","3.517","37.9","34.5","24.1",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"","209","002","","14","3.500","28.6","35.7","28.6",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Masterpieces-Fr Lit & Culture","","Course Total","","43","3.513","34.9","34.9","25.6",".","2.3",".",".","2.3",".",".",".",".",".",".",".","."
"Polish Lit Tran:Late19&20 C","218","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Gogol in Translation","221","001","","8","3.429","25.0","50.0",".",".","12.5",".",".",".",".",".",".",".","12.5",".",".","."
"Tolstoy in Translation","224","001","","16","3.594","68.8","12.5",".","6.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","234","001","","9","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","234","002","","20","3.575","35.0","50.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Soviet Life&Cult (1917 on)","","Course Total","","29","3.651","41.4","48.3","6.9","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"Lit & Culture-Eastrn Europe","241","001","","13","3.846","84.6",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Slavic Lit in Translatn","247","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dante's Divine Comedy","253","001","","47","2.718","6.4","17.0","23.4","21.3","6.4","4.3","4.3","17.0",".",".",".",".",".",".",".","."
"Survey-Chinese Lit in Trans","262","001","","31","3.355","35.5","32.3","19.4","6.5","3.2",".","3.2",".",".",".",".",".",".",".",".","."
"Survey-Japanese Lit in Tran","264","001","","10","3.300","20.0","60.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Scand Lit in Tran-20th C","274","001","","20","3.361","25.0","35.0","15.0","10.0","5.0",".",".","5.0",".",".",".",".",".","5.0",".","."
"","275","001","","37","3.586","62.2","10.8","8.1","8.1","2.7","2.7",".",".",".",".",".",".","2.7",".",".","2.7"
"","275","002","","35","3.743","62.9","28.6","5.7",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","275","003","","104","3.370","26.9","41.3","21.2","5.8","2.9","1.0","1.0",".",".",".",".",".",".",".",".","."
"In Transl:Hans C. Andersen","","Course Total","","176","3.504","41.5","32.4","15.3","5.1","2.8","1.1","0.6",".",".",".",".",".","0.6",".",".","0.6"
"Topics-20c German Lit(in Tran)","277","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Scandinavian Literature","324","001","","45","3.592","55.6","26.7","13.3",".","2.2",".","2.2",".",".",".",".",".",".",".",".","."
"Topics in Dutch Lit in Tran","326","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Classical Rabbinic Lit in Tran","328","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prophets of the Bible","332","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Lit in Transl-Isak Dinesen","334","001","","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"In Trans:Woman in Scand Lit","343","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fr&Ital Renaissance Lit Online","360","001","","72","3.324","36.1","23.6","18.1","15.3","4.2",".","1.4","1.4",".",".",".",".",".",".",".","."
"Topics in Japanese Lit","373","001","","27","3.615","48.1","29.6","14.8",".","3.7",".",".","3.7",".",".",".",".",".",".",".","."
"","410","001","","36","3.779","63.9","19.4","11.1",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"","410","002","","7","3.500","42.9","42.9",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"In Trans:Topics-Italian Lit","","Course Total","","43","3.732","60.5","23.3","9.3",".","2.3",".",".","4.7",".",".",".",".",".",".",".","."
"Memory and Literature","428","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Polish Lit(Tran) since 1863","473","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
