"","999
022","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
030","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
075","4","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","11","3.692","45.5",".",".",".",".",".","9.1","36.4","9.1",".","",".",".",".",".",".","."
"NURSING
692","Dept. Total","2285","3.706","45.6","15.3","5.0","1.2","0.5","0.1","0.2","1.6","0.0","23.1","",".","7.1","0.0",".","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.517","53.8","30.8","7.7",".",".",".","7.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","93","3.586","43.0","28.0","5.4","2.2",".","1.1","1.1",".",".","19.4","",".",".",".",".",".","."
"Junior","","263","3.567","38.8","19.8","10.6","2.3","1.5",".",".",".",".","13.3","",".","13.3",".",".","0.4","."
"Senior","","1625","3.676","40.4","15.7","5.0","1.2","0.5","0.1","0.1",".",".","29.2","",".","7.8",".",".",".","."
"Undergraduates","","1994","3.655","40.4","16.9","5.8","1.4","0.6","0.1","0.2",".",".","26.5","",".","8.1",".",".","0.1","."
"Special","","10","3.635","80.0","10.0",".",".",".",".","10.0",".",".",".","",".",".",".",".",".","."
"Graduate","","271","3.972","81.5","3.7",".",".",".",".","0.4","13.3","0.4",".","",".","0.4","0.4",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","2285","3.706","45.6","15.3","5.0","1.2","0.5","0.1","0.2","1.6","0.0","23.1","",".","7.1","0.0",".","0.0","."
