"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"Philos, Poli, & Econ Seminar","461","001","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Deception and Politics","463","001","","53","3.490","47.2","28.3","7.5","5.7","3.8","3.8",".","1.9",".",".",".",".","1.9",".",".","."
"The First Amendment","470","001","","86","3.542","36.0","51.2","4.7","3.5",".",".","2.3","2.3",".",".",".",".",".",".",".","."
"Honors Race and Pol in the US","481","001","","24","3.848","70.8","20.8","4.2",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","601","004","","12","3.625","50.0","33.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","601","005","","25","3.500","52.0","24.0","8.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"Prosem: Topics in Poli Sci","","Course Total","","37","3.541","51.4","27.0","8.1","10.8",".","2.7",".",".",".",".",".",".",".",".",".","."
"Pol&Society:Contemp E Europ","659","001","","12","3.727","66.7","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".","8.3",".","."
"Israeli Politics and Society","665","001","","41","3.378","41.5","26.8","19.5","4.9","2.4","2.4","2.4",".",".",".",".",".",".",".",".","."
"","681","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Senior Honors Thesis Smr","684","001","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Stdy Abroad-Pol Sci:CmpartvPol","690","00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","799","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro Stat Computing-Poli Sci","811","001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stat Inference Pol Research","813","001","","17","3.833","47.1","23.5",".",".",".",".",".","17.6",".",".",".",".","11.8",".",".","."
"The Legislative Process","826","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Presidency:Iss&Appr","828","001","","8","3.786","75.0",".",".","12.5",".",".",".",".",".",".",".",".","12.5",".",".","."
"Game Theory&Political Analysis","835","001","","15","3.567","26.7","60.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Formal Models - Intl Relations","837","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Global Environmentl Governance","866","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","001","","16","3.875","56.3","18.8",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"","919","002","","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"Sem-Adv Methodology","","Course Total","","22","3.906","59.1","13.6",".",".",".",".",".",".",".",".",".",".","27.3",".",".","."
"Seminar-Political Theory","931","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Topics in Comp Politics","948","001","","11","4.000","90.9",".",".",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Smr-Intl Organization","959","001","","11","3.700","45.5","36.4","9.1",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Smr-International Relations","960","001","","10","3.667","60.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".","10.0",".",".","."
"Political Theory Workshop","986","001","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Comparative Politic Colloquium","987","001","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"International Relations Wkshop","988","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Politics Workshop","989","001","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","025","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","","Page 300 of 423",""
