"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tech:Computer-Based Bus Sys","371
001","","51","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","20","3.550","35.0","40.0","25.0",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"INFO SYS
234","Dept. Total","","71","3.873","81.7","11.3","7.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","17","3.971","94.1","5.9",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","49","3.827","75.5","14.3","10.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","68","3.868","80.9","11.8","7.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","71","3.873","81.7","11.3","7.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
