"","990
096","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
098","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
099","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","51","",".",".",".",".",".",".",".","94.1","",".",".","",".","5.9","",".",".",".","."
"PHM SCI
718","Dept. Total","1098","3.427","43.7","15.7","18.2","6.2","5.6","0.5","0.5","4.5","",".","4.7","",".","0.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","2.767","20.0","20.0","13.3","13.3","26.7",".","6.7",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","50","3.150","32.0","12.0","40.0","6.0","4.0","2.0","4.0",".","",".",".","",".",".","",".",".",".","."
"Junior","","69","3.413","62.3","2.9","13.0","7.2","8.7","1.4","2.9","1.4","",".",".","",".",".","",".",".",".","."
"Senior","","140","3.691","78.6","7.1","5.7","2.9","3.6","1.4","0.7",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","274","3.471","62.8","7.7","14.2","5.1","6.2","1.5","2.2","0.4","",".",".","",".",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","136","3.805","20.6","0.7","2.9",".",".",".",".","35.3","",".","38.2","",".","2.2","",".",".",".","."
"Prof Yr 1","","404","3.356","36.6","22.5","24.5","9.2","6.7","0.5",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","280","3.481","46.1","21.1","20.4","6.1","6.4",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","686","3.401","40.5","21.9","22.9","7.9","6.6","0.3",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1098","3.427","43.7","15.7","18.2","6.2","5.6","0.5","0.5","4.5","",".","4.7","",".","0.3","",".",".",".","."
