"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Advanced Criminal Procedure","860
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Institutionalized Persons","862
001","16","",".",".",".",".",".",".",".","81.3",".",".",".",".",".",".",".","18.8"
"International Tax","870
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"International Trade Law","871
001","24","1.375","8.3",".","29.2",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Legal Iss: N Amer & E Asia","872
001","7","1.286",".",".","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","51","",".",".",".",".",".",".",".","98.0",".",".",".",".",".",".","2.0","."
"Journal of Law, Gender & Soc.","896
001","31","",".",".",".",".",".",".",".","96.8",".",".",".",".",".",".",".","3.2"
"Law Review","899
001","74","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","6","1.538","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","13","0.250",".",".","7.7",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","918
001","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","12","0.500",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","14","1.000","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","13","0.692",".",".","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","37","1.469","8.1",".","29.7",".","2.7",".",".","13.5",".",".",".",".",".",".",".","."
"","940
005","17","1.824","5.9",".","52.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","8","3.000","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","17","0.471","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","34","1.118","2.9",".","29.4",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","940
009","19","1.814","26.3",".","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
010","18","1.278","11.1",".","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","940
034","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","188","1.298","11.7",".","23.4",".","1.6",".",".","9.6",".",".",".",".",".",".",".","."
"","950
001","36","",".",".",".",".",".",".",".","97.2",".",".",".",".",".",".","2.8","."
"","950
002","28","",".",".",".",".",".",".",".","96.4","3.6",".",".",".",".",".",".","."
"","950
003","12","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","950
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","90","3.500","2.2",".","2.2",".",".",".",".","85.6","1.1",".",".",".",".",".","2.2","6.7"
"Select Probs-Envrnmtl Law","988
001","6","1.500","16.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
027","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
037","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
054","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","Page 344 of 423",""
