"GEOGRAPHY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","",""
"579
GIS and Spatial Analysis","070","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"602
Internship","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"675
Special Topics in Geography","001","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"676
Special Topics in Geography","001","","10","3.688","40.0","30.0","10.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"682
Senior Honors Thesis","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691
Senior Thesis","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","100","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","15","3.794","86.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"766","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"766","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Geog Inquiry&Anal:Technique","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"777
Capstone in GIS Development","070","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"778
Practicum in GIS Development","070","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"930
Smr-People/Environment Geog","003","","16","3.964","81.3","6.3",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"970
Seminar in Geographic Info Sci","001","","6","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"990","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","099","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","100","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","44","",".",".",".",".",".",".",".","79.5",".",".",".","20.5",".",".",".","."
"999","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
