"","775
002","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","51","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"SURG SCI
938","Dept. Total","1159","3.569","40.0","8.7","9.7","1.8","2.2","0.3",".","36.9",".",".",".",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","",""
"Senior","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 1","","47","4.000","68.1",".",".",".",".",".",".","31.9",".",".",".",".",".",".",".","."
"Prof Yr 2","","192","3.656","53.6","27.1","17.2","1.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","532","3.286","25.9","9.2","14.8","3.6","4.5","0.6",".","40.6",".",".",".",".","0.8",".",".","."
"Prof Yr 4","","387","4.000","49.1",".",".",".",".",".",".","50.9",".",".",".",".",".",".",".","."
"Professionals","","1158","3.569","40.0","8.7","9.7","1.8","2.2","0.3",".","37.0",".",".",".",".","0.3",".",".","."
"","Dept. Total","1159","3.569","40.0","8.7","9.7","1.8","2.2","0.3",".","36.9",".",".",".",".","0.3",".",".","."
