"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10643","3.337","42.8","15.0","17.3","5.9","6.9","1.7","0.8","5.2","0.0","1.7","0.0","2.1","0.4","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","328","3.115","28.7","22.3","21.3","11.9","11.3","1.8","0.6",".",".","1.2",".",".",".","0.3","0.3","0.3"
"Sophomore","","1225","3.270","40.2","18.3","20.0","8.1","8.2","2.1","0.6",".",".","2.0",".",".","0.2","0.2",".","."
"Junior","","2126","3.180","38.1","15.1","22.0","7.9","10.7","2.8","1.1","0.0",".","1.8","0.1",".","0.2","0.0","0.0","0.0"
"Senior","","4477","3.365","46.3","16.8","19.6","5.9","7.1","1.4","0.7","0.1",".","1.2",".",".","0.6","0.1","0.0","0.1"
"Undergraduates","","8156","3.291","42.6","16.8","20.4","7.0","8.4","1.9","0.8","0.1",".","1.5","0.0",".","0.4","0.1","0.0","0.1"
"Special","","516","3.225","37.8","14.5","17.2","8.1","7.6","4.3","4.8","3.5",".",".",".",".","0.6","0.2","1.4","."
"Graduate","","1947","3.773","45.2","7.7","4.5","0.7","0.4","0.1","0.1","26.5","0.1","3.0",".","11.4","0.4",".","0.2","."
"Prof Yr 1","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 2","","5","***","","","","","","","","","",".",".","20.0",".",".",".","."
"Prof Yr 3","","9","3.500",".","11.1",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"Prof Yr 4","","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".","18.2",".",".",".","."
"Professionals","","26","3.950","46.2","3.8",".",".",".",".",".","38.5",".",".",".","11.5",".",".",".","."
"","College Total","10645","3.337","42.8","15.0","17.3","5.9","6.9","1.7","0.8","5.2","0.0","1.7","0.0","2.1","0.4","0.1","0.1","0.0"
