"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","102","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102","002","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Norwegian","","Course Total","13","3.731","53.8","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Swedish","112","001","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","121","001","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","121","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Danish","","Course Total","8","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Danish","122","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Norwegian","202","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Swedish","212","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Danish","222","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","299","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Scand Lit-the 20th Century","374","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Scand Langs","401","001","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Languages of Northern Europe","404","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Old Norse","408","001","6","3.500","33.3","16.7","33.3",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Areas in Scandinavian Lit","411","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Woman in Scand Lit","420","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Topics-Nordic Studies","421","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Memory and Literature","428","001","11","3.818","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"History-Scand Since 1815","432","001","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Art of Isak Dinesen","434","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Scandinavian Literature","436","001","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing-HC Andersen for Majors","475","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Paleogrphy&Philology-Old Norse","511","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","799","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","021","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","5","***","","","","","","","","","","","","","","","",""
