"BUS","","","","","","","","","","","","","","","","","","","","",""
"REAL ESTATE & URBAN LAND E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"REAL EST
Dept. Total
239","802","3.414","43.5","23.4","20.1","5.6","5.0","1.0","1.1","0.1","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","66","3.008","18.2","30.3","21.2","13.6","10.6","3.0","3.0",".","",".",".","",".","",".",".",".",".","."
"Junior","207","3.192","26.1","28.0","25.6","9.7","7.2","1.4","1.4",".","",".",".","",".","",".","0.5",".",".","."
"Senior","432","3.493","47.0","22.9","20.8","3.7","3.9","0.7","0.9",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","705","3.353","38.2","25.1","22.3","6.4","5.5","1.1","1.3",".","",".",".","",".","",".","0.1",".",".","."
"Special","4","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","93","3.898","82.8","11.8","4.3",".","1.1",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","802","3.414","43.5","23.4","20.1","5.6","5.0","1.0","1.1","0.1","",".",".","",".","",".","0.1",".",".","."
