"MATERIALS SCI AND ENGINEERI Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Prog","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","008","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","15","3.932","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"331
Transport Phenom-Materials","001","","49","3.020","16.3","20.4","30.6","16.3","16.3",".",".",".",".",".",".",".",".",".",".","."
"333
Microprocessing-Materials","001","","65","3.692","52.3","36.9","7.7","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"350
Intro to Materials Science","001","","110","3.686","51.8","37.3","8.2","1.8","0.9",".",".",".",".",".",".",".",".",".",".","."
"352
Transformation of Solids","001","","41","3.183","24.4","19.5","31.7","17.1","7.3",".",".",".",".",".",".",".",".",".",".","."
"361
Materials Laboratory II","001","","37","3.730","59.5","29.7","8.1","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"401","001","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"401","002","","18","3.778","61.1","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"401","003","","12","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Mat Sci&Engr","Course Total","","51","3.804","70.6","19.6","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"441
Deformation of Solids","001","","52","3.127","25.0","19.2","23.1","17.3","13.5",".",".","1.9",".",".",".",".",".",".",".","."
"471
Capstone Project II","001","","54","3.685","46.3","46.3","5.6","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"474
Rock Mechanics","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"551
Structure of Materials","001","","30","3.550","36.7","40.0","20.0","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"553
Nanomaterials & Nanotechnology","001","","31","3.661","48.4","38.7","9.7","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"570
Properties-Solid Surfaces","001","","29","3.552","44.8","27.6","24.1",".","3.4",".",".",".",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","9","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","Page 146 of 423",""
