"ALS","","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"ENTOM
355","Dept. Total","275","3.514","44.0","23.3","12.0","6.2","2.9","",".","0.7","5.1","",".",".","",".","5.1","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.024",".","57.1","19.0","14.3","4.8","",".","4.8",".","",".",".","",".",".",".",".",".","."
"Sophomore","","30","3.615","40.0","46.7","10.0","3.3",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","59","3.382","39.0","25.4","18.6","6.8","6.8","",".",".","1.7","",".",".","",".",".","1.7",".",".","."
"Senior","","117","3.600","62.4","15.4","10.3","7.7","2.6","",".","0.9",".","",".",".","",".",".","0.9",".",".","."
"Undergraduates","","227","3.493","47.6","26.0","13.2","7.5","3.5","",".","0.9","0.4","",".",".","",".",".","0.9",".",".","."
"Special","","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","43","3.769","27.9","9.3","4.7",".",".","",".",".","25.6","",".",".","",".","32.6",".",".",".","."
"","Dept. Total","275","3.514","44.0","23.3","12.0","6.2","2.9","",".","0.7","5.1","",".",".","",".","5.1","0.7",".",".","."
