"SLAVIC (SLAVIC LANGUAGES)","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"Indiv Research-Slavic Lit","Course Total","10","",".",".",".",".",".",".","",".","10.0","",".",".","",".","70.0","20.0",".",".","."
"SLAVIC
888","Dept. Total","226","3.629","55.8","19.9","8.4","4.0","2.2","0.9","",".","1.3","",".",".","",".","3.1","0.9",".","3.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.622","40.0","50.0","10.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","35","3.579","48.6","31.4","8.6","8.6","2.9",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","44","3.666","56.8","25.0","13.6","4.5",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","79","3.549","63.3","17.7","7.6","5.1","3.8","2.5","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","168","3.593","57.1","24.4","9.5","5.4","2.4","1.2","",".",".","",".",".","",".",".",".",".",".","."
"Special","","13","4.000","23.1",".",".",".",".",".","",".","15.4","",".",".","",".",".",".",".","61.5","."
"Graduate","","45","3.800","60.0","8.9","6.7",".","2.2",".","",".","2.2","",".",".","",".","15.6","4.4",".",".","."
"","Dept. Total","226","3.629","55.8","19.9","8.4","4.0","2.2","0.9","",".","1.3","",".",".","",".","3.1","0.9",".","3.5","."
