"L&S","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","248","3.626","57.3","21.0","5.2","4.4","3.6","0.8","0.4","6.5","",".",".","",".","",".","0.8",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","20","3.660","55.0","25.0","5.0","10.0",".",".",".",".","",".",".","",".","",".","5.0",".",".","."
"Sophomore","72","3.594","59.7","25.0","4.2","5.6","2.8","1.4","1.4",".","",".",".","",".","",".",".",".",".","."
"Junior","58","3.631","53.4","31.0","6.9","1.7","5.2",".",".","1.7","",".",".","",".","",".",".",".",".","."
"Senior","62","3.579","61.3","16.1","8.1","6.5","4.8","1.6",".",".","",".",".","",".","",".","1.6",".",".","."
"Undergraduates","212","3.607","58.0","24.1","6.1","5.2","3.8","0.9","0.5","0.5","",".",".","",".","",".","0.9",".",".","."
"Special","3","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","33","3.848","54.5","3.0",".",".","3.0",".",".","39.4","",".",".","",".","",".",".",".",".","."
"Dept. Total","248","3.626","57.3","21.0","5.2","4.4","3.6","0.8","0.4","6.5","",".",".","",".","",".","0.8",".",".","."
