"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"990","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","132","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","133","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","136","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","138","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","139","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","69","",".",".",".",".",".",".",".","84.1",".",".",".","15.9",".",".",".","."
