"L&S","","","","","","","","","","","","","","","","","","","","","",""
"LANG & CULTURES OF ASIA - LA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"LCA LANG
Dept. Total
522","121","3.751","75.2","14.0","5.8","0.8","0.8","0.8","1.7","0.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","14","3.818","71.4","21.4","7.1",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","23","3.783","78.3","13.0",".","4.3","4.3",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","27","3.471","66.7","14.8","7.4",".",".","3.7","7.4",".","",".",".","",".","",".","",".",".",".","."
"Senior","31","3.864","77.4","19.4","3.2",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","95","3.727","73.7","16.8","4.2","1.1","1.1","1.1","2.1",".","",".",".","",".","",".","",".",".",".","."
"Special","6","3.826","83.3",".","16.7",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","18","3.836","77.8","5.6","11.1",".",".",".",".","5.6","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","2","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Dept. Total","121","3.751","75.2","14.0","5.8","0.8","0.8","0.8","1.7","0.8","",".",".","",".","",".","",".",".",".","."
