"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Fam Prac-Foster & Kinship Care","656
001","","23","3.723","56.5","26.1","8.7","4.3",".",".",".",".",".",".",".",".","4.3",".",".","."
"Topics-Contemp Soc Welfare","662
001","","15","3.750","53.3","33.3","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Topics-Contemp Soc Welfare","664
001","","7","3.833","57.1","28.6",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","672
001","","8","3.500","50.0","25.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","673
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
010","","35","3.643","48.6","37.1","11.4",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","711
020","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","Course Total","","43","3.674","51.2","37.2","9.3",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"","742
010","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","742
011","","17","3.765","58.8","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","742
020","","23","3.870","82.6","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","Course Total","","58","3.879","81.0","13.8","5.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","746
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
050","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","13","3.842","84.6","7.7",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","801
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
003","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
004","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
801","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
101","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
102","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
103","","15","3.867","86.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
104","","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
105","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
201","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","","Page 318 of 423",""
