"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"564","004","","10","3.200","20.0","20.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"564","006","","13","3.538","23.1","61.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","","46","3.576","41.3","37.0","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"565
Biophysical Chemistry","001","","68","3.007","42.6","4.4","14.7","11.8","16.2","8.8","1.5",".",".",".",".",".",".",".",".","."
"605
Spectrochemical Measuremts","001","","32","3.797","68.8","21.9","9.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"607
Laboratory Safety","001","","85","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"613
Chemical Crystallography","001","","13","3.769","76.9","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"626
Genomic Science","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"628
Chem Instrumtn:Dsgn&Control","001","","20","3.579","45.0","20.0","30.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"630
Topics-Analytical Chemistry","001","","15","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"635
Topics in Computational Chem","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"636
Topics-Chem Instrumentatn: NMR","001","","22","3.500","40.9","27.3","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"638
Topic-Instrmtn:Mass Spectrmtry","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"653
Chem of Nanoscale Materials","001","","16","3.656","50.0","31.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"654
Materials Chem of Polymers","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"664
Phys Chem of Macromolecules","001","","11","3.586","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","3.889","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
