"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","2369","3.698","45.8","15.7","5.1","1.4","0.6","0.1","0.2","1.5","0.0","22.3","",".","6.8","0.0",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.517","53.8","30.8","7.7",".",".",".","7.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","93","3.586","43.0","28.0","5.4","2.2",".","1.1","1.1",".",".","19.4","",".",".",".",".",".","."
"Junior","","276","3.579","39.5","20.7","10.5","2.2","1.4",".",".",".",".","12.7","",".","12.7",".",".","0.4","."
"Senior","","1696","3.665","40.9","16.0","5.1","1.5","0.6","0.1","0.1",".",".","28.0","",".","7.4",".",".",".","."
"Undergraduates","","2078","3.649","40.9","17.3","5.9","1.6","0.7","0.1","0.1",".",".","25.4","",".","7.7",".",".","0.0","."
"Special","","10","3.635","80.0","10.0",".",".",".",".","10.0",".",".",".","",".",".",".",".",".","."
"Graduate","","271","3.972","81.5","3.7",".",".",".",".","0.4","13.3","0.4",".","",".","0.4","0.4",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","2369","3.698","45.8","15.7","5.1","1.4","0.6","0.1","0.2","1.5","0.0","22.3","",".","6.8","0.0",".","0.0","."
