"","990
014","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
076","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","1056","3.110","31.4","18.7","23.0","11.4","8.1","4.0","1.2","1.3","",".","0.2","",".","0.3","0.2","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","2.671","23.1","23.1","15.4","15.4","7.7","7.7","7.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","248","2.911","22.2","23.8","20.6","14.5","6.9","8.9","2.4",".","",".",".","",".",".","0.8",".",".","."
"Junior","","350","3.082","29.1","16.9","29.7","12.0","6.9","4.0","1.1",".","",".",".","",".",".",".",".",".","0.3"
"Senior","","353","3.163","32.0","19.8","23.5","10.2","11.6","1.4","0.6","0.6","",".",".","",".",".",".","0.3",".","."
"Undergraduates","","964","3.060","28.3","19.8","24.9","12.0","8.6","4.4","1.3","0.2","",".",".","",".",".","0.2","0.1",".","0.1"
"Special","","8","3.125","37.5","12.5","12.5","25.0","12.5",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","84","3.813","66.7","6.0","2.4","2.4","2.4",".",".","14.3","",".","2.4","",".","3.6",".",".",".","."
"","Dept. Total","1056","3.110","31.4","18.7","23.0","11.4","8.1","4.0","1.2","1.3","",".","0.2","",".","0.3","0.2","0.1",".","0.1"
