"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","12936","3.373","38.5","25.3","21.1","8.0","5.2","0.9","0.3","0.4","0.0","0.1","",".","0.1","0.1","0.0","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.140","30.8","19.2","30.8","15.4",".","3.8",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","1327","3.096","23.8","22.8","28.6","12.2","10.5","2.0","0.2",".",".",".","",".",".","0.1",".",".","."
"Junior","","3731","3.241","30.4","25.2","24.7","10.4","7.4","1.2","0.4","0.0",".","0.1","",".",".","0.1","0.0",".","."
"Senior","","4939","3.383","36.7","26.1","22.3","8.5","4.7","0.8","0.5","0.2","0.0","0.1","",".",".","0.0","0.0",".","."
"Undergraduates","","10023","3.294","32.6","25.3","24.1","9.7","6.5","1.1","0.4","0.1","0.0","0.1","",".",".","0.0","0.0",".","."
"Special","","213","3.139","30.0","19.2","21.1","12.2","10.8","3.3","0.9","1.9",".",".","",".",".",".",".","0.5","."
"Graduate","","2643","3.739","61.1","25.5","10.1","1.1","0.3",".",".","1.3",".","0.1","",".","0.3","0.1",".","0.0","0.1"
"Prof Yr 2","","20","3.736","65.0","25.0","5.0","5.0",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","36","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","57","3.741","59.6","31.6","7.0","1.8",".",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","12936","3.373","38.5","25.3","21.1","8.0","5.2","0.9","0.3","0.4","0.0","0.1","",".","0.1","0.1","0.0","0.0","0.0"
