"","890
021
2","***","","","","","","","","","",".",".",".",".",".",".","."
"","890
022
1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research Thesis","Course Total
3","***","","","","","","","","","","","","","","","",""
"Seminar-Poetry","910
001
6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GREEK
428","23
Dept. Total","3.695","52.2","17.4","8.7","4.3",".",".",".","17.4",".",".",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","",""
"Sophomore","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Junior","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","10","3.597","60.0","10.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Special","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","11","3.875","54.5","18.2",".",".",".",".",".","27.3",".",".",".",".",".",".",".","."
"","Dept. Total
23","3.695","52.2","17.4","8.7","4.3",".",".",".","17.4",".",".",".",".",".",".",".","."
