"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","303
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","Course Total","9","2.889","22.2","11.1","11.1","33.3","22.2",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","309
001","21","3.619","61.9","14.3","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","18","3.222","38.9","16.7","22.2","5.6","11.1","5.6",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","113","2.875","28.3","6.2","33.6","0.9","23.0","0.9","6.2",".",".",".",".",".",".",".","0.9","."
"","320
001","148","3.082","36.5","7.4","27.7","10.1","10.8","2.0","4.1","1.4",".",".",".",".",".",".",".","."
"","002
320","121","3.174","37.2","13.2","26.4","8.3","10.7","0.8","3.3",".",".",".",".",".",".",".",".","."
"","320
003","94","3.081","24.5","21.3","24.5","13.8","9.6","5.3",".",".",".",".",".",".",".",".",".","1.1"
"","320
004","93","3.194","41.9","10.8","22.6","4.3","15.1","5.4",".",".",".",".",".",".",".",".",".","."
"","320
005","107","2.981","18.7","22.4","26.2","13.1","9.3","6.5","0.9","2.8",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","563","3.101","32.1","14.4","25.8","9.9","11.0","3.7","2.0","0.9",".",".",".",".",".",".",".","0.2"
"Appl Mathematical Analysis","321
001","79","2.759","16.5","19.0","16.5","21.5","16.5","7.6","2.5",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","43","2.929","27.9","14.0","18.6","14.0","14.0","7.0","2.3","2.3",".",".",".",".",".",".",".","."
"","340
001","70","2.529","17.1","4.3","31.4","7.1","22.9","11.4","5.7",".",".",".",".",".",".",".",".","."
"","340
002","116","2.957","36.2","6.0","22.4","7.8","18.1","6.9","2.6",".",".",".",".",".",".",".",".","."
"","340
003","107","3.173","36.4","6.5","35.5","3.7","15.0","2.8",".",".",".",".",".",".",".",".",".","."
"","004
340","150","2.573","13.3","3.3","31.3","10.0","33.3","6.7","2.0",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","443","2.812","25.5","5.0","30.0","7.4","23.3","6.5","2.3",".",".",".",".",".",".",".",".","."
"","341
001","29","3.224","48.3","20.7","6.9","3.4","10.3","6.9","3.4",".",".",".",".",".",".",".",".","."
"","341
002","24","2.521","33.3","16.7","4.2","4.2","12.5","12.5","16.7",".",".",".",".",".",".",".",".","."
"","003
341","19","2.750","26.3","10.5","21.1","5.3","15.8","10.5","5.3",".",".",".",".",".","5.3",".",".","."
"Linear Algebra","Course Total","72","2.866","37.5","16.7","9.7","4.2","12.5","9.7","8.3",".",".",".",".",".","1.4",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
001","58","3.345","39.7","24.1","15.5","13.8","5.2",".","1.7",".",".",".",".",".",".",".",".","."
"","421
001","37","3.278","37.8","24.3","16.2","2.7","10.8","5.4",".",".",".",".",".",".","2.7",".",".","."
"","421
002","38","2.934","28.9","15.8","15.8","13.2","18.4","5.3","2.6",".",".",".",".",".",".",".",".","."
"","421
003","42","3.131","26.2","14.3","38.1","11.9","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"","421
004","29","2.948","27.6","17.2","20.7","20.7","3.4","3.4","6.9",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","146","3.079","30.1","17.8","23.3","11.6","9.6","4.8","2.1",".",".",".",".",".","0.7",".",".","."
"","431
001","36","3.542","55.6","13.9","22.2",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","431
002","41","3.341","51.2","12.2","22.0","2.4","7.3",".","4.9",".",".",".",".",".",".",".",".","."
"","431
003","38","3.355","42.1","7.9","36.8","5.3","7.9",".",".",".",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","115","3.409","49.6","11.3","27.0","2.6","7.8",".","1.7",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","435
001","18","3.176","27.8","22.2","27.8","11.1",".",".","5.6","5.6",".",".",".",".",".",".",".","."
"Applied Linear Algebra","443
001","40","3.700","65.0","22.5","7.5","2.5",".","2.5",".",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","40","3.269","32.5","25.0","20.0","7.5","10.0","2.5",".",".",".",".",".",".","2.5",".",".","."
"Mathematics for Teachers","471
001","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","35","3.800","71.4","22.9","2.9",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","475
003","12","3.250","33.3","25.0","16.7","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"","475
004","25","3.040","40.0","8.0","24.0","8.0","8.0","8.0","4.0",".",".",".",".",".",".",".",".","."
"","475
005","40","2.936","27.5","12.5","22.5","10.0","17.5","5.0","2.5","2.5",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","77","3.020","32.5","13.0","22.1","9.1","14.3","5.2","2.6","1.3",".",".",".",".",".",".",".","."
"Undergraduate Seminar","490
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
