"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","87279","3.340","44.1","18.5","16.1","6.8","6.0","2.0","1.1","3.1","0.0","1.1","0.0","0.4","0.5","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","6022","3.065","33.7","18.1","19.6","10.0","10.6","4.5","1.9","0.0",".","1.3","0.1",".","0.3","0.0",".","0.0"
"Sophomore","","21440","3.272","42.2","19.1","18.6","7.9","7.3","2.5","1.2","0.0",".","0.8","0.0",".","0.3","0.0","0.0","0.0"
"Junior","","22201","3.291","41.4","19.8","19.1","8.1","7.0","2.2","1.3","0.1",".","0.7","0.0",".","0.3","0.0","0.0","0.1"
"Senior","","24859","3.375","46.0","19.9","16.0","7.1","5.7","1.7","1.0","0.5","0.0","1.3","0.0","0.1","0.6","0.1","0.0","0.0"
"Undergraduates","","74522","3.292","42.5","19.5","18.0","7.9","6.9","2.3","1.2","0.2","0.0","1.0","0.0","0.0","0.4","0.0","0.0","0.0"
"Special","","2580","3.604","32.9","14.1","5.6","1.5","1.5","0.5","0.5","36.0",".","1.6","0.0",".","0.3","2.2","3.1","."
"Graduate","","10147","3.810","58.0","12.6","4.9","0.8","0.4","0.0","0.1","16.8","0.1","1.9","0.0","3.1","1.1","0.1","0.1","0.0"
"Prof Yr 1","","51","3.945","90.2","9.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","85","3.894","83.5","7.1","3.5",".",".",".",".","1.2",".",".",".",".","3.5",".","1.2","."
"Prof Yr 3","","102","3.948","80.4","3.9","2.0",".",".",".",".","1.0",".",".",".",".","12.7",".",".","."
"Prof Yr 4","","23","3.948","78.3","8.7",".",".",".",".",".",".",".","13.0",".",".",".",".",".","."
"Professionals","","261","3.931","83.1","6.5","1.9",".",".",".",".","0.8",".","1.1",".",".","6.1",".","0.4","."
"","College Total","87510","3.340","44.2","18.5","16.0","6.8","6.0","2.0","1.1","3.2","0.0","1.1","0.0","0.4","0.5","0.1","0.1","0.0"
