"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","102
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","102
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"General Chem II Laboratory","Course Total","2","***","","","","","","","","","","","","","","","",""
"","001
103","303","2.888","24.4","16.8","20.8","12.2","14.9","9.6","1.3",".",".",".",".",".",".",".",".","."
"","103
002","288","2.991","26.7","16.3","25.7","11.1","11.8","6.6","1.7",".",".",".",".",".",".",".",".","."
"General Chemistry I","Course Total","591","2.938","25.5","16.6","23.2","11.7","13.4","8.1","1.5",".",".",".",".",".",".",".",".","."
"","001
104","331","2.980","29.3","13.0","23.9","11.5","13.9","7.3","1.2",".",".",".",".",".",".",".",".","."
"","002
104","341","2.855","25.2","12.0","26.1","9.4","14.7","11.4","1.2",".",".",".",".",".",".",".",".","."
"","003
104","343","2.962","25.1","12.8","28.9","8.7","18.4","5.8","0.3",".",".",".",".",".",".",".",".","."
"","104
004","334","3.003","22.5","11.4","35.6","14.4","12.3","3.3","0.6",".",".",".",".",".",".",".",".","."
"","005
104","306","3.000","28.1","11.1","29.1","10.5","15.4","4.6","1.3",".",".",".",".",".",".",".",".","."
"","104
006","299","2.992","25.1","11.4","31.1","13.7","13.7","4.0","1.0",".",".",".",".",".",".",".",".","."
"General Chemistry II","Course Total","1954","2.964","25.8","12.0","29.1","11.3","14.7","6.1","0.9",".",".",".",".",".",".",".",".","."
"Chemistry in Our World","001
108","150","2.993","24.0","20.7","25.3","14.0","7.3","5.3","3.3",".",".",".",".",".",".",".",".","."
"Chemical Principles II","116
001","28","3.554","42.9","25.0","32.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Entering Research I","260
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
036","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
056","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
059","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
088","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","20","3.976","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chem Across the Periodic Table","311
001","49","3.061","26.5","14.3","22.4","22.4","12.2","2.0",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","74","3.074","31.1","13.5","29.7","9.5","9.5","4.1","2.7",".",".",".",".",".",".",".",".","."
"","329
001","72","3.331","36.1","22.2","23.6","6.9","8.3","1.4",".",".",".",".",".",".","1.4",".",".","."
"","329
002","65","3.231","18.5","38.5","27.7","7.7","6.2",".","1.5",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","Course Total","137","3.283","27.7","29.9","25.5","7.3","7.3","0.7","0.7",".",".",".",".",".","0.7",".",".","."
"","343
001","199","2.789","22.1","12.1","21.1","11.1","26.6","4.0","3.0",".",".",".",".",".",".",".",".","."
"","343
002","272","2.777","21.3","11.8","25.7","9.9","21.7","4.8","4.4",".",".",".",".",".","0.4",".",".","."
"","343
003","180","2.717","21.1","9.4","26.7","8.3","24.4","4.4","5.6",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","651","2.764","21.5","11.2","24.6","9.8","24.0","4.5","4.3",".",".",".",".",".","0.2",".",".","."
"","344
001","18","3.056","22.2","5.6","38.9","27.8","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
002","17","3.147","29.4","5.9","41.2","11.8","11.8",".",".",".",".",".",".",".",".",".",".","."
"","344
003","14","3.107","21.4","14.3","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","344
004","17","3.235","29.4","17.6","29.4","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
005","18","3.278","33.3","22.2","33.3",".","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"","344
006","18","3.111","27.8","11.1","44.4","11.1",".",".","5.6",".",".",".",".",".",".",".",".","."
"July 03, 2019","","","","","","","","","","","","","","","","","","Page 188 of 423",""
