"","990
064","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
068","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
071","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"I SY E
490","Dept. Total","1364","3.696","65.5","15.4","10.2","2.2","2.2","0.4","0.2","3.2","",".","0.2","",".","0.1","0.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"490
I SY E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.167","54.5",".","27.3","9.1","9.1",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","72","3.771","86.1","5.6","4.2","1.4","2.8",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","190","3.695","71.6","13.2","10.0","2.1","3.2",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","801","3.684","65.4","17.0","12.0","2.2","2.4","0.4","0.2","0.1","",".",".","",".",".","0.1","0.1",".","."
"Undergraduates","","1074","3.687","67.8","15.4","11.3","2.2","2.6","0.3","0.2","0.1","",".",".","",".",".","0.1","0.1",".","."
"Special","","43","3.293","46.5","20.9","9.3","9.3","4.7","7.0","2.3",".","",".",".","",".",".",".",".",".","."
"Graduate","","245","3.820","58.4","14.7","5.7","0.8",".",".",".","17.6","",".","1.2","",".","0.8","0.8",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1364","3.696","65.5","15.4","10.2","2.2","2.2","0.4","0.2","3.2","",".","0.2","",".","0.1","0.2","0.1",".","."
