"","990
066","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
082","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
085","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","42","",".",".",".",".",".",".",".","66.7","",".",".","",".","33.3",".",".",".","."
"ZOOLOGY
970","Dept. Total","1802","3.124","39.1","11.8","22.5","6.3","11.6","3.4","1.2","2.6","",".","0.1","",".","0.9","0.3",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","88","2.306","12.5","5.7","23.9","8.0","30.7","15.9","3.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","364","2.889","26.6","10.4","28.3","8.8","19.2","4.4","1.9",".","",".",".","",".",".",".",".",".","0.3"
"Junior","","529","3.128","30.8","14.7","32.7","5.5","11.5","3.2","1.1",".","",".",".","",".",".","0.4",".",".","."
"Senior","","707","3.357","55.4","12.3","14.7","6.2","6.9","2.1","0.8",".","",".","0.3","",".","0.3","0.6",".",".","0.3"
"Undergraduates","","1688","3.112","39.3","12.3","23.8","6.6","12.3","3.7","1.3",".","",".","0.1","",".","0.1","0.4",".",".","0.2"
"Special","","29","3.603","27.6","3.4","6.9",".","3.4",".",".","58.6","",".",".","",".",".",".",".",".","."
"Graduate","","85","3.677","40.0","3.5","2.4","2.4","1.2",".",".","34.1","",".",".","",".","16.5",".",".",".","."
"","Dept. Total","1802","3.124","39.1","11.8","22.5","6.3","11.6","3.4","1.2","2.6","",".","0.1","",".","0.9","0.3",".",".","0.2"
