"","999
039","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
048","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
066","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","5","***","","","","","","","","","","","","","","","","",""
"POLI SCI
778","Dept. Total","2461","3.325","35.4","26.4","14.3","8.2","5.2","1.9","1.0","2.8","0.0","2.0","",".","1.1","1.2","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","132","2.941","21.2","15.9","25.8","19.7","13.6","3.0","0.8",".",".",".","",".",".",".",".",".","."
"Sophomore","","521","3.226","31.3","28.4","18.8","9.0","8.1","2.5","1.0",".",".","0.6","",".",".","0.4",".",".","."
"Junior","","753","3.347","36.3","28.2","15.3","9.6","4.4","2.1","0.8",".",".","2.7","",".",".","0.7","0.1",".","."
"Senior","","782","3.380","39.1","29.2","12.3","7.2","4.2","1.7","1.7","0.4",".","2.4","",".","0.3","1.4","0.3",".","."
"Undergraduates","","2188","3.299","35.2","27.8","15.7","9.2","5.8","2.1","1.1","0.1",".","1.9","",".","0.1","0.8","0.1",".","."
"Special","","70","3.575","24.3","18.6","5.7",".","2.9",".",".","37.1",".",".","",".",".",".","1.4","10.0","."
"Graduate","","203","3.802","40.9","13.3","2.5","1.0",".",".",".","19.2","0.5","3.9","",".","12.3","5.9",".","0.5","."
"","Dept. Total","2461","3.325","35.4","26.4","14.3","8.2","5.2","1.9","1.0","2.8","0.0","2.0","",".","1.1","1.2","0.2","0.3","."
