"BUS","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"M H R
Dept. Total
236","1622","3.463","41.2","27.9","19.1","7.3","3.2","0.4","0.2","0.4","0.1",".","",".","0.2","",".",".",".","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"Freshmen","18","3.010","16.7","22.2","38.9","16.7",".","5.6",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","160","3.157","25.0","18.8","32.5","15.0","8.1","0.6",".",".",".",".","",".",".","",".",".",".","."
"Junior","416","3.276","24.8","30.5","28.4","10.8","4.6","0.5","0.5",".",".",".","",".",".","",".",".",".","."
"Senior","530","3.493","41.9","30.6","16.6","7.2","3.0","0.4","0.2",".","0.2",".","",".",".","",".",".",".","."
"Undergraduates","1124","3.358","32.7","28.7","23.6","9.8","4.3","0.5","0.3",".","0.1",".","",".",".","",".",".",".","."
"Special","44","3.337","38.6","22.7","18.2","11.4","4.5",".","2.3","2.3",".",".","",".",".","",".",".",".","."
"Graduate","428","3.775","62.9","25.9","7.9","0.5","0.5",".",".","1.2",".",".","",".","0.9","",".",".",".","0.2"
"Prof Yr 2","13","3.803","76.9","15.4",".","7.7",".",".",".",".",".",".","",".",".","",".",".",".","."
"Prof Yr 3","13","3.577","30.8","53.8","15.4",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Professionals","26","3.688","53.8","34.6","7.7","3.8",".",".",".",".",".",".","",".",".","",".",".",".","."
"Dept. Total","1622","3.463","41.2","27.9","19.1","7.3","3.2","0.4","0.2","0.4","0.1",".","",".","0.2","",".",".",".","0.1"
