"Interdis Artist in Res Studio","310
001","","13","3.962","92.3","7.7",".",".","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Entrprnrshp Arts&Cultural Orgs","322
001","","12","3.458","41.7","25.0","25.0",".","","8.3","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Interdis Artist in Res Studio","610
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INTEGART
495","Dept. Total","","39","3.763","74.4","15.4","7.7","",".","2.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","5","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","6","3.250","66.7","16.7",".","",".","16.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.762","66.7","22.2","11.1","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","17","3.824","76.5","11.8","11.8","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","37","3.747","73.0","16.2","8.1","",".","2.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","39","3.763","74.4","15.4","7.7","",".","2.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
