"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3969","3.476","33.5","10.0","12.2","2.2","2.5","0.1","",".","37.8","",".",".","",".","0.1","1.6",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","3.786","66.7","33.3",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","47","3.784","76.6","8.5","8.5",".","2.1",".","",".",".","",".",".","",".",".","4.3",".",".","."
"Senior","","39","3.802","82.1","10.3","5.1",".","2.6",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","95","3.791","77.9","11.6","6.3",".","2.1",".","",".",".","",".",".","",".",".","2.1",".",".","."
"Special","","27","2.000",".",".",".",".","3.7",".","",".","96.3","",".",".","",".",".",".",".",".","."
"Graduate","","71","3.711","8.5","4.2","5.6",".",".",".","",".","76.1","",".",".","",".","5.6",".",".",".","."
"Prof Yr 1","","954","3.393","24.8","12.9","20.1","2.7","3.6",".","",".","34.1","",".",".","",".",".","1.8",".",".","."
"Prof Yr 2","","904","3.421","33.6","16.3","16.2","4.3","3.1","0.2","",".","21.8","",".",".","",".","0.1","4.4",".",".","."
"Prof Yr 3","","1054","3.371","33.1","10.5","12.9","2.2","3.2","0.3","",".","37.4","",".",".","",".",".","0.4",".",".","."
"Prof Yr 4","","864","4.000","41.4",".",".",".",".",".","",".","58.6","",".",".","",".",".",".",".",".","."
"Professionals","","3776","3.464","33.1","10.1","12.6","2.3","2.5","0.1","",".","37.7","",".",".","",".","0.0","1.6",".",".","."
"","College Total","3969","3.476","33.5","10.0","12.2","2.2","2.5","0.1","",".","37.8","",".",".","",".","0.1","1.6",".",".","."
