"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"699","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","049","","6","3.846","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","087","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","142","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","80","3.986","97.5","1.3","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"775
Electronic Struct of Molecules","001","","18","3.800","61.1","11.1","11.1",".",".",".",".","11.1",".",".",".",".","5.6",".",".","."
"801
Topics-Inorganic Chem","001","","11","3.952","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"841
Advanced Organic Chemistry","001","","30","3.467","36.7","20.0","43.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"872
Topic-Macromoleculr/Biophys","002","","22","3.636","81.8",".","4.5","9.1",".",".","4.5",".",".",".",".",".",".",".",".","."
"923
Spctroscpy&Spectrochem Anal","157","","12","4.000","41.7",".",".",".",".",".",".","58.3",".",".",".",".",".",".",".","."
"945
Seminar-Chemical Biology (Adv)","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"960
Seminar-Physical Chemistry","002","","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","004","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","007","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"964","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","015","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"964","017","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"964","020","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"964","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
